cluster_id,class_art,cluster_title,cluster_summary,cluster_link
74384,social science,Assessment Methods for Adult Testamentary Capacity,Examines clinical and legal frameworks for evaluating decision-making capacity in older adults concerning wills and legal guardianship.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=74384
74545,social science,Mental Health Patterns Among Students in China,Examines prevalence rates and social or environmental factors associated with the mental well-being of students in places such as China.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=74545
75857,social science,Red Blood Cell Properties and Physical Activity,"Explores the relationship between physical activity and red blood cell deformability, blood viscosity, and associated physiological markers.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=75857
76611,social science,Legal and Developmental Perspectives on Adolescence,"Explores intersections between legal definitions of childhood, age of consent policies, and adolescent health and social well-being.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=76611
77576,social science,Artificial Intelligence and Human Social Systems,"Explores the intersection of artificial intelligence, cognitive science, and social dynamics within educational and public administration settings.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=77576
78026,social science,Quadriceps Angle Measurement and Knee Health,"Explores the clinical relevance of quadriceps angle measurements regarding knee joint anatomy, potential injury risk, and physical performance.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78026
78105,social science,Pedagogical Frameworks for Seismology and Science Education,Explores instructional methods and technical training tools for teaching seismology and science concepts within academic and community settings.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78105
78108,social science,Legal and Psychological Aspects of Paternity,"Explores social, legal, and psychological implications regarding unexpected paternity findings from genetic testing and developments in family law.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78108
78197,social science,Military Health System Training and Readiness,"Explores medical education, deployment preparation, and health care delivery frameworks within the context of military medical departments.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78197
78214,social science,Microfinance and debt dynamics in rural Cambodia,Explores social and economic implications of microfinance and debt for livelihoods and gender dynamics in rural Cambodia.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78214
78466,social science,Home Automation and Assistive Technology,"Explores social, health, and economic implications of home automation and electronic aids for individuals with various disabilities.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78466
78525,social science,Historical Foundations of Psychiatric Genetics,Examines the development of early twentieth-century methodologies and theoretical frameworks concerning the hereditary origins of mental illness.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78525
78874,social science,Curriculum Development in Physical Education,"Explores pedagogical frameworks, curriculum theory, and instructional practices within physical education settings and teacher preparation programs.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=78874
79028,social science,Pericardial and Pleural Effusions in Dialysis,Explores clinical characteristics and management approaches for pericardial and pleural fluid accumulation in patients receiving long-term dialysis treatment.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=79028
79633,social science,Social Responsibility in Scientific Research Practices,Explores ethical frameworks and professional obligations concerning the involvement of scientists and engineers in societal and policy-making contexts.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=79633
80005,social science,Self-Regulation Models in Educational Contexts,"Explores theoretical frameworks and behavioral models concerning self-regulation, goal-directed actions, and learning processes within academic and psychological settings.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80005
80380,social science,Machine learning applications in food security forecasting,Explores machine learning approaches for predicting food security trends and managing data within global food supply chain networks.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80380
80414,social science,Vincent van Gogh and Clinical Perspectives,"Explores intersections between the life and works of Vincent van Gogh, medical history, and psychological interpretations of artistic creativity.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80414
80657,social science,Social inclusion and support mechanisms for vulnerable youth,Explores factors influencing social exclusion and support systems for young people navigating complex life transitions and societal challenges.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80657
80907,social science,Legal and Ethical Frameworks in Healthcare,"Explores intersections between medical practice, clinical risk management, and legal standards concerning patient treatment and end-of-life decision-making processes.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80907
80990,social science,Electronic Patient Record Systems and Implementation,"Explores design, implementation, and professional implications of electronic health record systems within clinical and youth care settings.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=80990
81033,social science,Diversity and Inclusion in Psychology Education,Explores systemic barriers and recruitment approaches for ethnic minority students within psychology graduate programs and academic training environments.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=81033
81196,social science,Human Factors in Task Time Prediction,"Explores psychological influences on task duration estimation, planning accuracy, and cognitive biases relevant to workforce and personal time management.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=81196
81248,social science,Gender Representation in Global Health Leadership,Explores the relationship between gender and leadership styles or communication patterns within global health and crisis management contexts.,https://sciencemap.eto.tech/cluster/?version=4&cluster_id=81248
81457,social science,Dietary Patterns and Schizophrenia Spectrum Disorders,"Explores associations between nutritional intake, disordered eating behaviors, and the clinical management of schizophrenia spectrum conditions.",https://sciencemap.eto.tech/cluster/?version=4&cluster_id=81457
